lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
break,break_in.v.01,"enter someone's (virtual or real) property in an unauthorized manner, usually with the intent to steal or commit a violent act",My house was broken into,hand_written,no wordnet example for lemma,3,break_12
break,pause.v.02,cease an action temporarily,Let's break for lunch,wordnet,wordnet example,2,break_12
break,break.v.04,ruin completely,He broke my radio!,hand_written,no wordnet example for lemma,1,break_12
break,violate.v.01,fail to agree with; be in violation of; as of rules or patterns,Break a law,wordnet,wordnet example,1,break_12
break,break.v.24,vary or interrupt a uniformity or continuity,The flat plain was broken by tall mesas,wordnet,wordnet example,1,break_2
break,dampen.v.07,lessen in force or effect,Break a fall,wordnet,wordnet example,2,break_2
break,break.v.25,cause to give up a habit,She finally broke herself of smoking cigarettes,wordnet,wordnet example,1,break_2
break,break.v.50,find a flaw in,Break an alibi,wordnet,wordnet example,2,break_2
break,break.v.03,render inoperable or ineffective,That will break the markers and you won't be able to use them,childes,no wordnet example for lemma,1,break_2
break,break.v.46,be released or become known; of news,News of her death broke in the morning,wordnet,wordnet example,1,break_3
break,separate.v.08,discontinue an association or relation; go different ways,My friend and I broke up,hand_written,no wordnet example for lemma,3,break_3
break,break.v.20,"curl over and fall apart in surf or foam, of waves",The surf broke,wordnet,wordnet example,1,break_3
break,break.v.52,change suddenly from one tone quality or register to another,Her voice broke to a whisper when she started to talk about her children,wordnet,wordnet example,1,break_3
break,break.v.29,cause the failure or ruin of,This play will either make or break the playwright,wordnet,wordnet example,2,break_3
break,break.v.39,destroy the completeness of a set of related items,The book dealer would not break the set,wordnet,wordnet example,1,break_4
break,break.v.26,give up,Break cigarette smoking,wordnet,wordnet example,1,break_4
break,break.v.56,fall sharply,Stock prices broke,wordnet,wordnet example,1,break_4
break,break.v.19,make a rupture in the ranks of the enemy or one's own by quitting or fleeing,The ranks broke,wordnet,wordnet example,1,break_4
break,interrupt.v.04,terminate,Break a lucky streak,wordnet,wordnet example,3,break_4
break,better.v.01,surpass in excellence,Break a record,wordnet,wordnet example,2,break_5
break,break.v.22,be broken in,"If the new teacher won't break, we'll add some stress",wordnet,wordnet example,1,break_5
break,break.v.18,interrupt a continued activity,Lets break for lunch,hand_written,no wordnet example for lemma,1,break_5
break,break.v.42,go to pieces,The lawn mower finally broke,wordnet,wordnet example,3,break_5
break,break.v.08,scatter or part,The clouds broke after the heavy downpour,wordnet,wordnet example,1,break_5
break,break.v.30,invalidate by judicial action,The will was broken,wordnet,wordnet example,1,break_6
break,break.v.40,make the opening shot that scatters the balls,It was his turn to break in this game of pool,hand_written,no wordnet example for sense,0,break_6
break,break.v.59,weaken or destroy in spirit or body,"I refuse to break, even under torture",hand_written,no wordnet example for lemma,2,break_6
break,break.v.16,come into being,Light broke over the horizon,wordnet,wordnet example,2,break_6
break,break.v.45,pierce or penetrate,The blade broke her skin,wordnet,wordnet example,1,break_6
break,break.v.48,interrupt the flow of current in,Break a circuit,wordnet,wordnet example,1,break_7
break,fracture.v.06,fracture a bone of,I broke my foot while playing hockey,wordnet,wordnet example,1,break_7
break,bankrupt.v.01,reduce to bankruptcy,My daughter's fancy wedding is going to break me!,wordnet,wordnet example,2,break_7
break,break.v.07,move away or escape suddenly,Nobody can break out--this prison is high security,wordnet,wordnet example,3,break_7
break,break.v.23,come to an end,The heat wave finally broke yesterday,wordnet,wordnet example,1,break_7
break,break.v.28,happen or take place,Things have been breaking pretty well for us in the past few months,wordnet,wordnet example,1,break_8
break,unwrap.v.02,make known to the public information that was previously known only to a few people or that was meant to be kept a secret,He broke the news to her,wordnet,wordnet example,5,break_8
break,break.v.09,force out or release suddenly and often violently something pent up,Break into tears,wordnet,wordnet example,2,break_8
break,collapse.v.01,"break down, literally or metaphorically",The dam broke,hand_written,no wordnet example for lemma,6,break_8
break,break.v.35,emerge from the surface of a body of water,The whales broke,wordnet,wordnet example,1,break_8
break,break.v.43,break a piece from a whole,Break a branch from a tree,wordnet,wordnet example,1,break_9
break,break.v.02,become separated into pieces or fragments,The figurine broke,wordnet,wordnet example,2,break_9
break,break_dance.v.01,do a break dance,Kids were break-dancing at the street corner,wordnet,wordnet example,1,break_9
break,break.v.41,"separate from a clinch, in boxing",The referee broke the boxers,wordnet,wordnet example,1,break_9
break,transgress.v.01,"act in disregard of laws, rules, contracts, or promises",Break a law,wordnet,wordnet example,4,break_9
bring,bring.v.10,attract the attention of,The noise and the screaming brought the curious,wordnet,wordnet example,1,bring_1
bring,bring.v.11,induce or persuade,The confession of one of the accused brought the others to admit to the crime as well,wordnet,wordnet example,1,bring_1
bring,bring.v.05,bring into a different state,It brought him out of a deep sleep,hand_written,no wordnet example for lemma,1,bring_1
bring,institute.v.02,advance or set forth in court,Bring charges,wordnet,wordnet example,2,bring_1
bring,bring.v.03,cause to happen or to occur as a consequence,Bring comments,wordnet,wordnet example,5,bring_1
bring,fetch.v.02,be sold for a certain price,"The painting brought $10,000",wordnet,wordnet example,2,bring_2
bring,bring.v.02,cause to come into a particular state or condition,Bring water to the boiling point,wordnet,wordnet example,2,bring_2
bring,bring.v.06,be accompanied by,Can I bring my cousin to the dinner?,wordnet,wordnet example,1,bring_2
bring,lend.v.01,bestow a quality on,She brings a special atmosphere to our meetings,wordnet,wordnet example,4,bring_2
bring,bring.v.04,go or come after and bring or take back,Could you bring the wine?,wordnet,wordnet example,3,bring_2
bring,bring.v.01,take something or somebody with oneself somewhere,This brings me to the main point,wordnet,wordnet example,3,bring_3
broken,broken.s.05,tamed or trained to obey,A horse broken to the saddle,wordnet,wordnet example,2,broken_1
broken,broken.s.07,imperfectly spoken or written,Broken English,wordnet,wordnet example,1,broken_1
broken,broken.a.02,"not continuous in space, time, or sequence or varying abruptly",Broken lines of defense,wordnet,wordnet example,6,broken_1
broken,broken.s.06,topographically very uneven,Broken terrain,wordnet,wordnet example,2,broken_1
broken,broken.s.09,weakened and infirm,Broken health resulting from alcoholism,wordnet,wordnet example,1,broken_1
broken,broken.a.01,physically and forcibly separated into pieces or cracked or split,A broken mirror,wordnet,wordnet example,4,broken_2
broken,broken.s.12,discontinuous,Broken clouds,wordnet,wordnet example,2,broken_2
broken,broken.s.10,destroyed financially,The broken fortunes of the family,wordnet,wordnet example,1,broken_2
broken,broken.a.04,(especially of promises or contracts) having been violated or disregarded,Broken (or unkept) promises,wordnet,wordnet example,2,broken_2
broken,broken.s.13,lacking a part or parts,A broken set of encyclopedia,wordnet,wordnet example,1,broken_2
broken,broken.s.08,thrown into a state of disarray or confusion,Troops fleeing in broken ranks,wordnet,wordnet example,4,broken_3
broken,broken.s.03,subdued or brought low in condition or status,A broken man,wordnet,wordnet example,3,broken_3
broken,broken.s.11,out of working order,A broken washing machine,wordnet,wordnet example,3,broken_3
broom,broom.n.02,any of various shrubs of the genera Cytisus or Genista or Spartium having long slender branches and racemes of yellow flowers,Brooms tolerate poor soils and growing conditions,hand_written,no wordnet example for sense,0,broom_1
broom,heather.n.01,common Old World heath represented by many varieties; low evergreen grown widely in the northern hemisphere,The broom tree is a desert shrub,hand_written,no wordnet example for sense,0,broom_1
broom,broom.n.01,a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle,Get the broom and clean up this mess,hand_written,no wordnet example for sense,0,broom_1
brown,brown.s.02,(of skin) deeply suntanned,His skin turned brown from being in the sun for too long,hand_written,no wordnet example for sense,0,brown_1
brown,brown.s.01,of a color similar to that of wood or earth,Brown cow,hand_written,no wordnet example for sense,0,brown_1
brush,brush.n.05,a bushy tail or part of a bushy tail (especially of the fox),The fox has a nice brush,hand_written,no wordnet example for sense,0,brush_1
brush,brush.n.08,the act of brushing your hair,He gave his hair a quick brush,wordnet,wordnet example,1,brush_1
brush,brush.n.01,a dense growth of bushes,The sun rose over the brush,hand_written,no wordnet example for sense,0,brush_1
brush,brush.n.04,conducts current between rotating and stationary parts of a generator or motor,Usually electric motors have a brush,hand_written,no wordnet example for sense,0,brush_1
brush,brush.n.06,a minor short-term fight,The brothers always have brushes with each other,hand_written,no wordnet example for sense,0,brush_1
brush,brush.n.09,contact with something dangerous or undesirable,I had a brush with danger on my way to work,wordnet,wordnet example,2,brush_2
brush,brush.n.03,momentary contact,The car brushed against the curb,hand_written,no wordnet example for sense,0,brush_2
brush,brush.n.02,an implement that has hairs or bristles firmly set into a handle,I need a detangling brush,hand_written,no wordnet example for sense,0,brush_2
