group_id,lemma,1,2,3,4,5,num_senses
window_1,window,an opening that resembles a window in appearance or function <br /> <i>(Example: He could see them through a window in the trees)</i>,a transparent panel (as of an envelope) inserted in an otherwise opaque material <br /> <i>(Example: The window of the envelope was misaligned and I couldn't read the address)</i>,a pane of glass in a window <br /> <i>(Example: The ball shattered the window)</i>,an opening in a wall or screen that admits light and air and through which customers can be served <br /> <i>(Example: He stuck his head in the window)</i>,the time period that is considered best for starting or finishing something <br /> <i>(Example: The expanded window will give us time to catch the thieves)</i>,5
turtle_1,turtle,any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming <br /> <i>(Example: There was sure to be foxes in the woods or turtles in the water)</i>,a sweater or jersey with a high close-fitting collar <br /> <i>(Example: I don't like the feel of turtles on my neck)</i>,,,,2
hard_2,hard,not easy; requiring great physical or mental effort to accomplish or comprehend or endure <br /> <i>(Example: Why is it so hard for you to keep a secret?)</i>,being distilled rather than fermented; having a high alcoholic content <br /> <i>(Example: Hard liquor)</i>,resisting weight or pressure <br /> <i>(Example: That's a hard table)</i>,dispassionate <br /> <i>(Example: Took a hard look)</i>,characterized by effort to the point of exhaustion; especially physical effort <br /> <i>(Example: Hard labor)</i>,5
cut_4,cut,turn sharply; change direction abruptly <br /> <i>(Example: The car cut to the left at the intersection)</i>,create by duplicating data <br /> <i>(Example: Cut a disk)</i>,move (one's fist) <br /> <i>(Example: His opponent cut upward toward his chin)</i>,give the appearance or impression of <br /> <i>(Example: Cut a nice figure)</i>,cause to stop operating by disengaging a switch <br /> <i>(Example: Cut the engine)</i>,5
black_2,black,(used of conduct or character) deserving or bringing disgrace or shame <br /> <i>(Example: Man has written one of his blackest records as a destroyer on the oceanic islands)</i>,being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light <br /> <i>(Example: Black leather jackets)</i>,(of intelligence operations) deliberately misleading <br /> <i>(Example: Black propaganda)</i>,distributed or sold illicitly <br /> <i>(Example: The black economy pays no taxes)</i>,stemming from evil characteristics or forces; wicked or dishonorable <br /> <i>(Example: Black deeds)</i>,5
fast_2,fast,at a rapid tempo <br /> <i>(Example: The band played a fast fox trot)</i>,securely fixed in place <br /> <i>(Example: The sail held fast)</i>,hurried and brief <br /> <i>(Example: A fast visit)</i>,(of a photographic lens or emulsion) causing a shortening of exposure time <br /> <i>(Example: A fast lens)</i>,acting or moving or capable of acting or moving quickly <br /> <i>(Example: Fast film)</i>,5
hard_3,hard,very strong or vigorous <br /> <i>(Example: A hard left to the chin)</i>,,,,,1
play_6,play,consider not very seriously <br /> <i>(Example: She plays with the thought of moving to Tasmania)</i>,stake on the outcome of an issue <br /> <i>(Example: She played all her money on the dark horse)</i>,replay (as a melody) <br /> <i>(Example: She played the third movement very beautifully)</i>,bet or wager (money) <br /> <i>(Example: He played $20 on the new horse)</i>,manipulate manually or in one's mind or imagination <br /> <i>(Example: She played nervously with her wedding ring)</i>,5
eat_2,eat,use up (resources or materials) <br /> <i>(Example: This car eats a lot of gas)</i>,,,,,1
candy_1,candy,a rich sweet made of flavored sugar and often combined with fruit or nuts <br /> <i>(Example: I love candy and sweets)</i>,,,,,1
lick_1,lick,take up with the tongue <br /> <i>(Example: The cub licked the milk from its mother's breast)</i>,find the solution to (a problem or question) or understand the meaning of <br /> <i>(Example: Lick the problem)</i>,pass the tongue over <br /> <i>(Example: The dog licked her hand)</i>,beat thoroughly and conclusively in a competition or fight <br /> <i>(Example: We licked the other team on Sunday!)</i>,,4
flower_1,flower,a plant cultivated for its blooms or blossoms <br /> <i>(Example: Did you pick up flowers for Mom?)</i>,reproductive organ of angiosperm plants especially one having showy or colorful parts <br /> <i>(Example: Oh what a beautiful flower!)</i>,,,,2
paint_1,paint,make a painting <br /> <i>(Example: He painted all day in the garden)</i>,apply paint to; coat with paint <br /> <i>(Example: We painted the rooms yellow)</i>,make a painting of <br /> <i>(Example: He painted his mistress many times)</i>,apply a liquid to <br /> <i>(Example: Paint the gutters with linseed oil)</i>,,4
cup_2,cup,a United States liquid unit equal to 8 fluid ounces <br /> <i>(Example: I had two slices of toast with half a cup of cottage cheese)</i>,a small open container usually used for drinking; usually has a handle <br /> <i>(Example: He put the cup back in the saucer)</i>,the quantity a cup will hold <br /> <i>(Example: He drank a cup of coffee)</i>,,,3
penguin_1,penguin,short-legged flightless birds of cold southern especially Antarctic regions having webbed feet and wings modified as flippers <br /> <i>(Example: Penguins go in the water and eat fishes don't they)</i>,,,,,1
wait_1,wait,stay in one place and anticipate or expect something <br /> <i>(Example: I had to wait on line for an hour to get the tickets)</i>,wait before acting <br /> <i>(Example: You have to wait before crossing the street)</i>,look forward to the probable occurrence of <br /> <i>(Example: He is waiting to be drafted)</i>,serve as a waiter or waitress in a restaurant <br /> <i>(Example: I'm waiting on tables at Maxim's)</i>,,4
hair_1,hair,filamentous hairlike growth on a plant <br /> <i>(Example: You eat the kiwi with hair and everything?)</i>,cloth woven from horsehair or camelhair; used for upholstery or stiffening in garments <br /> <i>(Example: The back of the chair ripped and the hair was exposed)</i>,a filamentous projection or process on an organism <br /> <i>(Example: I let my hair grow long)</i>,a very small distance or space <br /> <i>(Example: They escaped by a hair's-breadth)</i>,any of the cylindrical filaments characteristically growing from the epidermis of a mammal <br /> <i>(Example: There is a hair in my soup)</i>,5
drive_2,drive,"compel somebody to do something, often against his own will or judgment <br /> <i>(Example: She finally drove him to change jobs)</i>",strive and make an effort to reach a goal <br /> <i>(Example: She is driving away at her doctoral thesis)</i>,cause someone or something to move by driving <br /> <i>(Example: We drove the car to the garage)</i>,excavate horizontally <br /> <i>(Example: Drive a tunnel)</i>,operate or control a vehicle <br /> <i>(Example: Drive a car or bus)</i>,5
walk_1,walk,walk at a pace <br /> <i>(Example: The horses walked across the meadow)</i>,take a walk; go for a walk; walk for pleasure <br /> <i>(Example: The lovers held hands while walking)</i>,obtain a base on balls <br /> <i>(Example: The batter walked to first base)</i>,give a base on balls to <br /> <i>(Example: The pitcher walked the batter)</i>,make walk <br /> <i>(Example: He walks the horse up the mountain)</i>,5
fall_1,fall,fall to somebody by assignment or lot <br /> <i>(Example: The task fell to me)</i>,to be given by right or inheritance <br /> <i>(Example: The house falls to you)</i>,lose an upright position suddenly <br /> <i>(Example: It's gonna fall over in a minute)</i>,"come under, be classified or included <br /> <i>(Example: Fall into a category)</i>",come out; issue <br /> <i>(Example: It'll make your teeth all fall out)</i>,5
see_1,see,"see and understand, have a good eye <br /> <i>(Example: The artist must first learn to see)</i>",see or watch <br /> <i>(Example: This program will be seen all over the world)</i>,take charge of or deal with <br /> <i>(Example: Could you see about lunch?)</i>,be careful or certain to do something; make certain of something <br /> <i>(Example: See that the curtains are closed)</i>,"go to see a place, as for entertainment <br /> <i>(Example: We went to see the Eiffel Tower in the morning)</i>",5
walk_2,walk,accompany or escort <br /> <i>(Example: I'll walk you to your car)</i>,live or behave in a specified manner <br /> <i>(Example: Walk in sadness)</i>,use one's feet to advance; advance by steps <br /> <i>(Example: We walked instead of driving)</i>,be or act in association with <br /> <i>(Example: We must walk with our dispossessed brothers and sisters)</i>,traverse or cover by walking <br /> <i>(Example: Paul walked the streets of Damascus)</i>,5
sofa_1,sofa,an upholstered seat for more than one person <br /> <i>(Example: Get the dog off the sofa)</i>,,,,,1
old_1,old,of long duration; not new <br /> <i>(Example: Old tradition)</i>,skilled through long experience <br /> <i>(Example: An old offender)</i>,of a very early stage in development <br /> <i>(Example: This is a very old prototype)</i>,belonging to some prior time <br /> <i>(Example: An old friend)</i>,just preceding something else in time or order <br /> <i>(Example: My old house was larger)</i>,5
crayon_1,crayon,writing implement consisting of a colored stick of composition wax used for writing and drawing <br /> <i>(Example: He wants to draw with the crayons)</i>,,,,,1
yard_2,yard,a unit of volume (as for sand or gravel) <br /> <i>(Example: I need about a cubic yard of concrete)</i>,a tract of land where logs are accumulated <br /> <i>(Example: We put the logs in the yard)</i>,an enclosure for animals (as chicken or livestock) <br /> <i>(Example: The chickens escaped the yard)</i>,a long horizontal spar tapered at the end and used to support and spread a square sail or lateen <br /> <i>(Example: Some yards are used to display flags)</i>,,4
green_1,green,of the color between blue and yellow in the color spectrum; similar to the color of fresh grass <br /> <i>(Example: A green tree)</i>,not fully developed or mature; not ripe <br /> <i>(Example: Fried green tomatoes)</i>,"concerned with or supporting or in conformity with the political principles of the Green Party <br /> <i>(Example: Don't vote Red or Blue, vote Green)</i>",looking pale and unhealthy <br /> <i>(Example: You're looking green)</i>,naive and easily deceived or tricked <br /> <i>(Example: She is quite green)</i>,5
